asin,category,total_orders,orders_at_discount,units_sold,median_unit_price,revenue
B08YYVHV6H,kurta,2,2,2,570,1140
B08YYSRPY4,kurta,2,2,2,531.5,1063
B09YYP7CSR,top,2,1,2,690,1380
B08YYSK77H,kurta,2,1,2,450,900
B098733J8D,top,2,2,2,545,1090
B098735JQJ,top,2,2,2,338,676
B08YYQZ8YG,kurta,2,2,2,538.5,1077
B08YNV88N7,set,2,2,2,1128.5,2257
B0756BSJ7P,kurta,2,2,2,295,590
B099F9WGPG,kurta,2,1,2,342,684
B08XQBSZT6,set,2,2,2,999,1998
B08XQ9CCD8,set,2,2,2,849,1698
B099FBCMG3,kurta,2,1,2,432,864
B099FBQJHH,kurta,2,2,2,345,690
B08XNG67ZL,set,2,1,2,1539.5,3079
B08WRXKV88,set,2,2,2,587,1174
B099FC2WTQ,kurta,2,2,2,329,658
B08WRLZVB9,set,2,2,2,587,1174
B08WJ33QDQ,set,2,2,2,1206,2412
B08WJ251NJ,set,2,2,2,1220.5,2441
B08WJ1CQC4,set,2,2,2,799,1598
B09YYPSFNT,top,2,2,2,823,1646
B08WHQSKJZ,set,2,2,2,737,1474
B099FDBKFN,kurta,2,1,2,342,684
B08WHM7TGG,set,2,2,2,1213.5,2427
B08W9TPGC6,set,2,0,2,383,766
B099FF49MY,kurta,2,0,2,319,638
B08W9RLY9N,kurta,2,1,2,459,918
B08W9M8M9G,top,2,1,2,339,678
B08W9BZ2M3,kurta,2,1,2,484,968
B08W8L42SF,kurta,2,2,2,315,630
B099NJJ559,set,2,2,2,667,1334
B08W4ZHWRB,western dress,2,2,2,434,868
B08W2JM2W4,kurta,2,1,2,368,736
B099NJZLK9,set,2,2,2,681.5,1363
B08W23XVC6,kurta,2,1,2,512.5,1025
B08W1VTYWD,kurta,2,0,2,455,910
B099NKCVH4,set,2,2,2,682,1364
B099NKK316,set,2,0,2,526,1052
B08VW9RBLW,set,2,2,2,999,1998
B099NL5YGM,set,2,2,2,711,1422
B08VW7WT5W,set,2,2,2,1338,2676
B08VW65TWT,set,2,2,2,1338,2676
B08VVYXHYH,set,2,1,2,999,1998
B08VRNH21D,ethnic dress,2,1,2,809.5,1619
B099NMBMP4,kurta,2,2,2,432,864
B08VRL3WXC,western dress,2,1,2,1299,2598
B08VRJS7TK,ethnic dress,2,2,2,799,1598
B08VRFJX8F,ethnic dress,2,1,2,788,1576
B08V1S2G4V,western dress,2,1,2,453,906
B099NMMMSY,kurta,2,2,2,271,542
B08V1PYKH9,set,2,2,2,900.5,1801
B099NMSYJW,kurta,2,0,2,399,798
B08V1PFK7X,set,2,2,2,591,1182
B08V1MQWV3,kurta,2,1,2,381,762
B099NNFYVG,kurta,2,2,2,432,864
B08V1J46Q6,kurta,2,2,2,379,758
B08V1F5SFX,kurta,2,1,2,342,684
B08V1DNBNG,top,2,2,2,352,704
B08V1BQ19Q,western dress,2,1,2,473,946
B08V1B4FYS,set,2,2,2,591,1182
B08V1B2KFN,kurta,2,1,2,379,758
B08V19S3QJ,western dress,2,2,2,473,946
B08V191THX,western dress,2,2,2,479.5,959
B074SXTTRQ,kurta,2,1,2,229,458
B08V17S7Z3,kurta,2,1,2,345,690
B099NPT6XL,set,2,2,2,582,1164
B099NQ17VQ,western dress,2,1,2,505.5,1011
B099NQ2573,set,2,0,2,549.5,1099
B099NQ72F7,kurta,2,2,2,329,658
B099NQC92Z,set,2,1,2,582,1164
B08V11XFHG,kurta,2,2,2,370.5,741
B099NQHPRK,kurta,2,1,2,286,572
B08TZYHH9F,top,2,2,2,354,708
B08TZVC757,top,2,2,2,304,608
B08TZRQ1BG,top,2,2,2,339,678
B08TZRP3LM,top,2,1,2,454,908
B08TZP82R2,set,2,2,2,864,1728
B08TZD6XYX,western dress,2,1,2,473,946
B099NSJ3TZ,set,2,2,2,560,1120
B099NTMTR8,western dress,2,2,2,539,1078
B08RYT5YV6,western dress,2,0,2,683,1366
B099PJ1WGQ,kurta,2,2,2,249,498
B099RHVPDW,kurta,2,0,2,249,498
B099S5GKVK,top,2,1,2,518,1036
B08RYRFYSP,top,2,0,2,365,730
B099S6V9VZ,top,2,2,2,518,1036
B08RYR26YC,western dress,2,2,2,683,1366
B08RP4WHQ1,kurta,1,0,2,318,636
B099S7VZK9,top,2,2,2,599,1198
B08RDSWQ7R,top,2,1,2,267,534
B099S8WTQT,top,2,1,2,377,754
B08QJK5LVL,kurta,2,1,2,603,1206
B08QGRS8MQ,set,2,1,2,474.5,949
B08QGR53MY,top,2,0,2,502.5,1005
B08QGR275F,western dress,2,1,2,441,882
B08QGQPF6P,top,2,0,2,423,846
B09B2B3JJH,kurta,2,2,2,487,974
B09B2CPK4P,kurta,2,2,2,295,590
B09B2CTWQN,kurta,2,1,2,310,620
B09B2CTXJF,kurta,2,1,2,318,636
B09B2D4VMB,kurta,2,1,2,271,542
B08QGPR79W,set,2,2,2,999,1998
B09B2F565P,kurta,2,2,2,502,1004
B08QGPFGKF,ethnic dress,2,0,2,460,920
B09B2F65QS,kurta,2,1,2,517,1034
B0B1T4RTFX,kurta,2,2,2,937,1874
B09B2FFZR8,kurta,2,1,2,327,654
B08QGNR2Q9,top,2,0,2,423,846
B09B2GM8LV,kurta,2,1,2,487,974
B08QGNMZ6V,kurta,2,0,2,323.5,647
B08QGNMLBH,set,2,1,2,516.5,1033
B09B55ZXXQ,set,2,2,2,1027.5,2055
B08QGN7595,set,2,1,2,895,1790
B08QGMNTH6,set,2,2,2,1186,2372
B08QGMDC7F,set,2,2,2,925,1850
B08QGMCLZ9,set,2,2,2,999,1998
B09B75TDLV,set,2,2,2,517,1034
B09B78MTGD,set,2,2,2,517,1034
B0B1TCGVW8,kurta,2,2,2,748,1496
B0B1TMBYBY,kurta,2,1,2,725,1450
B08QGLR6ZJ,set,2,2,2,999,1998
B08QGLNKNG,set,2,2,2,1206.5,2413
B09BQJMLQS,set,2,1,2,794.5,1589
B09BQL8Q93,set,2,2,2,794.5,1589
B09C87RMLP,top,2,0,2,560,1120
B08QGLJFSH,kurta,2,1,2,338,676
B0B1TQ28RW,kurta,2,2,2,748,1496
B08QGLFG2L,western dress,2,0,2,441,882
B09CT36JMT,set,2,2,2,814,1628
B08QGL9C1P,kurta,2,2,2,295,590
B08QGL7J9J,set,2,2,2,1092.5,2185
B0B1TT7K6M,kurta,2,2,2,771,1542
B08QGL3XH4,kurta,2,1,2,517,1034
B08QGL3VYW,set,2,1,2,895,1790
B09CT8CZTD,set,2,2,2,814,1628
B09CT8YCQP,set,2,2,2,814,1628
B08QGKVLR7,set,2,1,2,474.5,949
B0B1X3X2XF,top,2,2,2,749,1498
B09CTHW7LF,kurta,2,1,2,405,810
B09G2RD6FX,set,2,2,2,604,1208
B09G2SB72S,set,2,2,2,613,1226
B08PV4R5C1,top,2,2,2,534,1068
B09G6GNK7H,top,2,1,2,376,752
B09G6K2HFG,top,2,1,2,385,770
B08PV2M3WK,kurta,2,2,2,761,1522
B08PCTJBKF,kurta,2,2,2,299,598
B09HMSPY2J,set,2,2,2,1186,2372
B08P1F8WCY,set,2,1,2,568.5,1137
B09HMX1GSN,kurta,2,2,2,381,762
B09HMXJ5P6,saree,2,2,2,819,1638
B08N4WP4RC,set,2,2,2,744,1488
B08N4V3924,set,2,1,2,357,714
B09HMYVB7S,set,2,2,2,703.5,1407
B08N4RTWQW,western dress,2,2,2,428,856
B09HMYXTSJ,set,2,2,2,703.5,1407
B08N4GQLRY,top,2,2,2,345,690
B08N4GLRXJ,top,2,1,2,345,690
B0B3MNTMWV,kurta,2,2,2,419,838
B09HXSF88W,saree,2,1,2,859,1718
B09J18CD5W,saree,2,2,2,659,1318
B09J19LG67,saree,2,1,2,989,1978
B0B3MP94H5,kurta,2,2,2,777.5,1555
B09J1CRRY5,saree,2,2,2,892,1784
B09J2HL8LW,saree,2,2,2,790,1580
B09J2JY92R,saree,2,2,2,892,1784
B09J2KX7GV,saree,2,2,2,899,1798
B09K3C7FMH,set,2,2,2,661.5,1323
B08N43KQMJ,kurta,2,1,2,502,1004
B09K3DFHT2,set,2,2,2,615,1230
B09K3DV5W2,set,2,1,2,1017.5,2035
B09K3F7D9H,set,2,2,2,888,1776
B08N1BRTPY,kurta,2,1,2,420,840
B08N1BRFFH,kurta,2,1,2,476,952
B08N19YB92,kurta,2,1,2,477,954
B09K3HWVZW,set,2,2,2,1028,2056
B08N19W65B,kurta,2,2,2,487.5,975
B08N19QTQK,kurta,2,1,2,480.5,961
B08MYVVD2B,kurta,2,2,2,283,566
B08MYV8F8X,kurta,2,1,2,316.5,633
B09K3LKJYP,set,2,0,2,696,1392
B08MYV7XSM,kurta,2,2,2,696,1392
B08MYV4CHS,kurta,2,1,2,692,1384
B08MYV23VX,kurta,2,2,2,487,974
B08MYTSFVT,set,2,2,2,545,1090
B08MYTL8VG,kurta,2,1,2,719,1438
B09K3QBQR8,set,2,1,2,771,1542
B09K3R2N78,kurta,2,2,2,517,1034
B08MYT6X3H,kurta,2,2,2,316.5,633
B08MYT459J,kurta,2,2,2,280,560
B09K3R6VNF,kurta,2,1,2,487,974
B09K3R7V1C,kurta,2,1,2,487,974
B09K3R8WJ3,kurta,2,1,2,484,968
B0B3MPM56P,kurta,2,2,2,826.5,1653
B09K3RCBLF,kurta,2,2,2,517,1034
B0B3MPMRJL,kurta,2,2,2,692,1384
B08MYSPXYL,set,2,2,2,799,1598
B08MYSNSWX,set,2,2,2,522,1044
B08MYS8KV3,kurta,2,2,2,451,902
B08MYR146S,top,2,1,2,319,638
B08MYQWXZP,top,2,2,2,311,622
B08MYP9Y4L,top,2,1,2,319,638
B08MYP4PC1,top,2,1,2,249,498
B09K3SX1SG,set,2,1,2,888,1776
B09K3SZXWK,set,2,2,2,1085.5,2171
B08MYMSK2F,top,2,1,2,329.5,659
B09K3T1VGX,kurta,2,1,2,487,974
B09K3T461V,kurta,2,1,2,346,692
B08MXCK1Q2,kurta,2,2,2,513.5,1027
B08MXBPR91,set,2,2,2,1149,2298
B08MXBNWY7,kurta,2,2,2,456.5,913
B09K3TNSF1,kurta,2,2,2,345,690
B09K3TRPPR,set,2,2,2,1099,2198
B08MXBN387,kurta,2,2,2,487,974
B0B3MPRBY3,kurta,2,2,2,654,1308
B09K3VJPTV,kurta,2,2,2,487,974
B09K3VMW5P,set,2,2,2,666,1332
B08MX9XSXD,kurta,2,1,2,487,974
B08MX9S6NY,kurta,2,2,2,517,1034
B08LG8V5HK,kurta,2,2,2,345,690
B0B3MQ13NB,kurta,2,2,2,714,1428
B09K3WCWHT,kurta,2,2,2,487,974
B0B3MQ2ZP4,kurta,2,1,2,432,864
B08L94Q5YF,set,2,2,2,733,1466
B09K3WXV9H,set,2,1,2,1099,2198
B09K3X3581,kurta,2,1,2,499,998
B09K3X4SXS,kurta,2,1,2,537,1074
B09K3X5C1Y,kurta,2,0,2,280,560
B08L93HXMF,set,2,2,2,399,798
B08L937VVM,set,2,2,2,771,1542
B09K3XBDC1,kurta,2,1,2,549,1098
B09K3XDJ3V,kurta,2,1,2,487,974
B09K3XKJJ8,kurta,2,1,2,445.5,891
B09K3XM5G2,kurta,2,2,2,301,602
B09K3XM6XS,kurta,2,2,2,290.5,581
B09K3XNJFG,kurta,2,2,2,345,690
B08L92SN2W,set,2,2,2,555.5,1111
B09K3XRLGS,kurta,2,1,2,340,680
B08L92PQHQ,set,2,2,2,555.5,1111
B08L92KTJP,set,2,2,2,729,1458
B08L92JJ3B,set,2,2,2,614,1228
B0B3MQWQGX,kurta,2,2,2,826.5,1653
B08L3VFJ8T,bottom,2,2,2,331,662
B0B3MR86JV,kurta,2,2,2,406,812
B08L3V557H,bottom,2,2,2,378,756
B09K3Y651M,kurta,2,1,2,487,974
B08L3T722J,bottom,2,2,2,345.5,691
B08L3T3RLL,bottom,2,2,2,338,676
B08L3SZY9B,bottom,2,1,2,345,690
B09K3YQFHY,kurta,2,2,2,508,1016
B08L3SXHNG,bottom,2,1,2,356,712
B09K3YW9BR,kurta,2,0,2,487,974
B09K3YXSZZ,set,2,2,2,661.5,1323
B0B3MR8S1N,kurta,2,2,2,714,1428
B09K3YZHBN,kurta,2,1,2,487,974
B09K3Z6858,kurta,2,0,2,475,950
B0B3MR9173,kurta,2,2,2,692,1384
B08L3SQMDS,bottom,2,1,2,323,646
B08L3SJ51W,bottom,2,0,2,337,674
B08L3SHYZH,bottom,2,2,2,378,756
B08L3SG1NG,bottom,2,1,2,360,720
B08L3SCMTC,bottom,2,2,2,338,676
B08L3RWBL6,bottom,2,1,2,329,658
B08L3RSH8G,bottom,2,2,2,345,690
B09KRT5GYW,set,2,1,2,666,1332
B08L3R41W4,bottom,2,2,2,369,738
B09KRVH8D4,kurta,2,0,2,421,842
B08KSBZ48S,bottom,2,2,2,345,690
B08KS5332B,bottom,2,1,2,368.5,737
B0B3MS9VQV,kurta,2,2,2,675,1350
B09KXPKT5D,kurta,2,2,2,419,838
B08KRWGLL8,kurta,2,1,2,349,698
B09KXPXRMJ,kurta,2,0,2,383,766
B08KRSN2LX,bottom,2,2,2,393,786
B08KRP5XSL,bottom,1,0,2,360,720
B0B3MSJWKP,kurta,2,2,2,714,1428
B09KXRB5FH,kurta,2,2,2,939,1878
B08KRJ9DD1,bottom,2,1,2,374.5,749
B08KRH37G8,bottom,2,2,2,352.5,705
B09KXSVZXJ,set,2,1,2,888,1776
B08HK7GNFP,kurta,1,2,2,459,918
B09KXTD3Q6,set,2,1,2,888,1776
B08HK63TCN,kurta,2,1,2,318,636
B08HK5WKD9,kurta,2,2,2,268,536
B08HK5RDJN,set,2,2,2,533.5,1067
B08HK5QBXB,kurta,2,1,2,329,658
B09KXTMD9Y,set,2,0,2,999,1998
B08HK58DJW,kurta,2,2,2,523,1046
B09KXTXLBJ,set,2,2,2,1189,2378
B08HK4V5G7,kurta,2,2,2,306.5,613
B08HK4KP9K,set,2,0,2,799,1598
B08HK4F725,kurta,2,1,2,315,630
B09KXV7FWH,set,2,0,2,1419,2838
B08HK498TZ,western dress,2,2,2,491,982
B08HK3LHZL,kurta,2,2,2,531,1062
B09KXVBP7J,set,2,0,2,1152,2304
B08HHJRDY9,kurta,1,2,2,362,724
B08HHJQL5Q,kurta,2,2,2,469,938
B09KXVGBRT,set,2,2,2,1499,2998
B09KXVP5MK,set,2,2,2,888,1776
B08F39CNXK,kurta,2,2,2,487,974
B08F38HSQM,kurta,2,2,2,318,636
B09KXWXDC9,set,2,0,2,744,1488
B08CDQ3M4V,kurta,2,2,2,345,690
B09KXY16TS,set,2,2,2,874,1748
B08C343R91,top,2,2,2,316,632
B08C33MB83,kurta,2,0,2,350,700
B08C333ZRZ,kurta,2,1,2,328,656
B08C32SZLT,top,2,1,2,321,642
B08C32FVVH,kurta,2,2,2,318,636
B09LD334ZR,kurta,2,1,2,481,962
B08C32BMWV,top,2,2,2,337.5,675
B08C31B5NB,top,2,1,2,329,658
B08BK6GM1P,kurta,2,2,2,335,670
B08BK6CNDS,kurta,2,2,2,335,670
B08BK58THW,kurta,2,1,2,362,724
B08BK4SJMT,kurta,2,2,2,327,654
B08BJSGKD8,kurta,2,1,2,442,884
B0B3MZJXNC,kurta,2,2,2,441.5,883
B08BFTB59F,kurta,2,1,2,430,860
B08BFSWBHL,kurta,2,1,2,423,846
B08BFN6TFG,kurta,2,2,2,343,686
B08BFGV4Z5,kurta,2,2,2,310,620
B08BFBQ68W,kurta,2,0,2,322,644
B08BF9216Z,kurta,2,0,2,325.5,651
B0B3MZY63X,kurta,2,2,2,582,1164
B08BF5MPKR,kurta,2,1,2,329,658
B08BF4R7XL,kurta,2,1,2,329,658
B08B4VH6Y5,set,2,2,2,1695,3390
B08B4JL6ZR,top,2,0,2,339,678
B08B4JHTTV,top,2,0,2,314,628
B09LTZV48G,kurta,2,2,2,449,898
B08B4HLQH5,top,2,0,2,324,648
B09LV1CMCQ,kurta,2,2,2,487,974
B08B3ZB92M,set,2,1,2,683,1366
B09LV231YV,kurta,2,2,2,499,998
B09LV24W3Z,kurta,2,1,2,487,974
B09LV4GXCX,kurta,2,2,2,499,998
B08B3YW2CS,kurta,2,2,2,484,968
B08B3YV8GQ,set,2,1,2,662,1324
B08B3YPTVR,set,2,2,2,658.5,1317
B08B3YNXWN,kurta,2,2,2,527,1054
B09M6SMZ1M,set,2,2,2,852.5,1705
B08B3YJKM6,kurta,2,1,2,376,752
B08B3Y88PC,kurta,2,1,2,422.5,845
B08B3Y713K,kurta,2,1,2,419,838
B09M6TLK9Q,set,2,0,2,939,1878
B08B3Y2GDH,kurta,2,1,2,317,634
B08B3XTZKP,kurta,2,2,2,476.5,953
B08B3XRYWJ,set,2,2,2,625,1250
B089G32945,western dress,2,1,2,566,1132
B09M6V293L,set,2,1,2,939,1878
B09M6VB1SL,set,2,2,2,1694.5,3389
B0B3N6LVQD,set,2,2,2,845,1690
B09M6WS349,set,2,2,2,758.5,1517
B089G2P4VT,western dress,2,1,2,645.5,1291
B089G2NK28,top,2,1,2,301,602
B089G2NH3L,top,2,1,2,325,650
B089G2MSM4,ethnic dress,2,2,2,610.5,1221
B09M72H1BP,kurta,2,2,2,358.5,717
B09M73GPH4,kurta,2,2,2,587,1174
B089G2D8YZ,set,2,1,2,561.5,1123
B09M74YR97,kurta,2,1,2,575,1150
B09M75V2DD,set,2,2,2,551,1102
B089G25H3F,set,2,2,2,833,1666
B089G1W8DS,set,2,2,2,648,1296
B089G1L2FY,kurta,2,2,2,412,824
B089G1KWJN,set,2,2,2,572.5,1145
B089G1KDMD,set,2,2,2,561.5,1123
B09M777628,set,2,1,2,539,1078
B089G1HR1V,western dress,2,1,2,657,1314
B09NDCW92Z,saree,2,1,2,994,1988
B09NDCY817,saree,2,2,2,563,1126
B09NDD1W3Q,saree,2,1,2,755,1510
B09NDD3F72,saree,2,2,2,620,1240
B089FZZRVF,western dress,2,2,2,412,824
B09NDGT4NH,saree,2,2,2,589.5,1179
B09NDJD5NM,saree,2,2,2,563,1126
B089FZW6LW,set,2,1,2,623,1246
B089FZR7BK,set,2,2,2,571,1142
B089B1BCRS,set,2,1,2,677,1354
B089B18K7K,kurta,2,1,2,542.5,1085
B089B15WD1,set,2,1,2,517,1034
B0894YSTPQ,ethnic dress,2,2,2,566,1132
B0894YCFX3,kurta,2,2,2,322.5,645
B0894XQJQV,ethnic dress,2,2,2,690,1380
B0894XH9WM,set,2,0,2,1423.5,2847
B0894XC1H5,ethnic dress,2,2,2,566,1132
B09NQ4JKRM,set,2,1,2,667,1334
B0893FQGM3,kurta,2,0,2,299,598
B0893FK1DZ,kurta,2,2,2,459,918
B085Y52K8G,bottom,2,2,2,518,1036
B085Y4VRZF,bottom,2,1,2,518,1036
B09NQ7PS8L,kurta,2,1,2,461.5,923
B085Y4RX1H,bottom,2,2,2,518,1036
B085Y4RQL2,bottom,2,0,2,518,1036
B085HRZQVP,set,2,2,2,524,1048
B085HRWB1R,set,2,2,2,495,990
B085HRVJPP,set,2,2,2,646,1292
B085HRF83T,set,2,1,2,479.5,959
B09PDF9RS6,kurta,2,2,2,535,1070
B085HQ24NB,kurta,2,1,2,328,656
B085HHZ2YC,kurta,2,2,2,481.5,963
B085H9W3YM,kurta,2,1,2,481.5,963
B085GC5SNM,blouse,2,0,2,301,602
B085GBZFKQ,blouse,2,2,2,280,560
B085GBDZQS,blouse,2,1,2,301,602
B09Q3HXG2Z,kurta,2,2,2,593.5,1187
B09Q3JC2N4,kurta,2,2,2,521,1042
B09Q3K6MKT,kurta,1,2,2,549,1098
B09Q3KHWS5,kurta,2,2,2,521,1042
B09Q66C74F,saree,2,2,2,819,1638
B085CF7MGD,bottom,2,1,2,284,568
B085CDWX35,bottom,2,1,2,297,594
B084L1W34B,kurta,2,2,2,526,1052
B08467TCSR,bottom,2,2,2,518,1036
B08463N35Y,bottom,2,2,2,518,1036
B08463JXK7,bottom,2,1,2,518,1036
B0845WMZ1J,bottom,2,2,2,518,1036
B0B3N9P28T,set,2,2,2,899,1798
B0845R11WH,bottom,2,2,2,518,1036
B0845QZJCL,bottom,2,2,2,518,1036
B0845QLDCS,bottom,2,2,2,518,1036
B09QJ452KG,set,2,0,2,1049,2098
B09QJ46SBY,set,2,2,2,1146,2292
B08424HRSN,blouse,2,0,2,460,920
B09QJ47S1M,set,2,1,2,812.5,1625
B08424GCQ7,blouse,2,1,2,460,920
B083ZTP2DP,kurta,2,1,2,313.5,627
B083ZTJ1GC,kurta,2,0,2,249,498
B09QJ4BZPH,set,2,2,2,1238,2476
B083ZSHVS6,kurta,2,2,2,276,552
B083SN3D8R,kurta,2,1,2,452,904
B09QJ4KR4L,set,2,2,2,1379.5,2759
B083SMFDDQ,kurta,2,2,2,513,1026
B083SMDZ48,kurta,2,0,2,414,828
B083SMB3D6,kurta,2,1,2,414,828
B09QJ4R5KR,kurta,2,2,2,666,1332
B083SLWN34,kurta,2,1,2,414,828
B08394YKZK,blouse,2,2,2,280,560
B09QJ4WXJ5,set,2,2,2,857,1714
B08394YDM9,blouse,1,2,2,284,568
B08394QVKY,blouse,2,0,2,259,518
B08394PCPC,blouse,2,1,2,499,998
B08394MPZR,blouse,2,2,2,249,498
B08394KJG3,blouse,2,1,2,284,568
B09QJ5M6TX,set,2,2,2,1099,2198
B08394F9H1,blouse,2,1,2,249,498
B09QJ7HDRN,set,2,1,2,825,1650
B083178QTX,kurta,2,2,2,329,658
B083176JF9,kurta,2,2,2,414,828
B082Z48WT2,set,2,1,2,446,892
B082Z43GW9,set,2,1,2,567,1134
B082Z43GW8,set,2,1,2,905,1810
B082Z41X3B,set,2,1,2,716,1432
B082Z3ZNL5,set,2,0,2,779,1558
B09RK9ZWNP,kurta,2,1,2,467.5,935
B082Z3M7FW,set,2,1,2,459.5,919
B082Z3G22M,set,2,1,2,737,1474
B09RKBP7W6,kurta,2,0,2,424.5,849
B09RKBT6L2,kurta,2,0,2,431,862
B0B3NB8N7Q,set,2,2,2,845,1690
B082Z36MPP,set,2,2,2,567,1134
B082Z33RVH,set,2,2,2,824,1648
B082W8SRVT,kurta,2,1,2,298,596
B082W8C4RN,kurta,2,1,2,445.5,891
B082W89YTM,kurta,2,1,2,301,602
B082W896SR,kurta,2,1,2,345,690
B082W875HS,kurta,2,2,2,301,602
B09RKCBBPB,kurta,2,2,2,605,1210
B09RKCJSND,set,2,1,2,774,1548
B082W814R2,kurta,2,1,2,432,864
B09RKCNY15,kurta,2,0,2,431,862
B082W7V22Z,kurta,2,1,2,487,974
B082W7TF2L,kurta,2,2,2,301,602
B082W7QGKH,kurta,2,2,2,771,1542
B082W7JQ2D,kurta,2,2,2,432,864
B082W743N1,kurta,2,2,2,349,698
B082W6RDZG,kurta,2,1,2,432,864
B082PY493N,set,2,0,2,832,1664
B0822TPVM4,set,2,1,2,496,992
B0822T4BP8,set,2,1,2,597,1194
B081X7WXV5,kurta,2,2,2,319,638
B081X71PKF,kurta,2,2,2,517,1034
B09RKDDHSL,set,2,2,2,1284,2568
B081X5GTH3,kurta,2,1,2,432,864
B081X57LDF,kurta,2,2,2,297,594
B081X5328X,kurta,2,2,2,295,590
B09RKDGLRT,set,2,2,2,1245,2490
B081X3C299,kurta,2,0,2,299,598
B081X375NW,kurta,2,1,2,445,890
B09RKDJVK4,set,2,2,2,1054.5,2109
B081X2TYBM,kurta,2,0,2,420.5,841
B081X2FK8W,kurta,2,1,2,487,974
B09RKDQ8F6,set,2,2,2,774,1548
B081WY9B3W,kurta,2,2,2,312.5,625
B081WX6VKM,kurta,2,2,2,305,610
B081WV46SR,kurta,2,2,2,399,798
B081WT2JNL,kurta,2,2,2,446,892
B081WSPN63,kurta,2,2,2,308.5,617
B081WQLSMD,kurta,2,1,2,402,804
B081WPK3QW,kurta,2,2,2,452,904
B09RKF1VY3,set,2,0,2,836.5,1673
B07ZYSRRQR,kurta,2,2,2,426.5,853
B09RKF2T1G,set,2,1,2,1593,3186
B07ZYSMQC2,kurta,2,2,2,265.5,531
B09RKF3LFQ,set,2,0,2,774,1548
B07ZYSBXJ7,kurta,2,2,2,284,568
B07ZYSBLYX,kurta,2,1,2,301,602
B07XXW5NQG,kurta,2,2,2,315.5,631
B09RKF9KV4,set,2,0,2,710,1420
B07XXSXYBT,kurta,2,2,2,309.5,619
B07XM6GFZ5,kurta,2,2,2,301,602
B09RKFBZZD,set,2,2,2,1478.5,2957
B07XJ4FGKZ,kurta,2,1,2,582,1164
B07XHLJ9XQ,kurta,2,1,2,582,1164
B07WZFRXJH,set,2,2,2,666,1332
B07WV4C9JP,kurta,2,1,2,301,602
B07WV3H2CR,kurta,2,2,2,323.5,647
B09RMQ5L3H,top,2,0,2,599,1198
B07WP5FFS8,kurta,2,2,2,353,706
B09RN1F4ST,top,2,2,2,599,1198
B07VT27TJQ,set,2,2,2,666,1332
B07VSG51P9,set,2,0,2,440,880
B07VSG39K4,set,2,2,2,547,1094
B09RPS44NF,set,2,2,2,641,1282
B07V8FGN7B,set,2,2,2,497,994
B07THWJPG9,set,2,1,2,1020,2040
B07TGHN4G2,set,2,1,2,958,1916
B07TD8SX5Y,set,2,1,2,648,1296
B07T5421QP,kurta,2,1,2,376,752
B07T3ZRZ1D,kurta,2,1,2,376,752
B07SXRRXXJ,set,2,2,2,579,1158
B07SVMB2VQ,set,2,2,2,816,1632
B07SVLB7ZX,set,2,2,2,795.5,1591
B07SRJCQHY,set,2,2,2,579,1158
B07SNPJPMV,kurta,2,1,2,582,1164
B07SMNC6CQ,kurta,2,1,2,599,1198
B07SF5ZHZ9,blouse,2,2,2,432.5,865
B09SDXZD3S,western dress,2,2,2,726,1452
B07S1GD428,set,2,1,2,817,1634
B07RRX2NPB,kurta,2,2,2,484,968
B07RRVZ4W4,kurta,2,1,2,431,862
B07RQSRZV1,kurta,2,1,2,423,846
B07RQRCTHM,kurta,2,1,2,431,862
B07RPVCT7W,kurta,2,2,2,412.5,825
B07R67WJT2,set,2,1,2,662,1324
B0B3VX2R2C,western dress,2,2,2,899,1798
B07R5WHFHG,kurta,2,1,2,324,648
B07R58DCC9,set,1,2,2,619,1238
B0B3VXFDBD,western dress,2,2,2,899,1798
B07R527W6G,kurta,2,1,2,431,862
B07R527RH4,kurta,2,0,2,199,398
B09SDYV2FL,western dress,2,0,2,885,1770
B07R521KG3,kurta,2,2,2,329,658
B07R3KMKHR,kurta,2,0,2,475,950
B07R3KM9JM,kurta,2,1,2,475,950
B09SF11ZXP,kurta,2,2,2,631,1262
B07P5RZ69N,kurta,2,2,2,487,974
B07NVBPLGL,bottom,2,2,2,518,1036
B07NV9YFRG,bottom,2,2,2,518,1036
B07MY58Z7B,bottom,2,2,2,518,1036
B0B3VXTFK6,western dress,2,2,2,859,1718
B07MY3YNK2,set,2,1,2,533.5,1067
B07MY3TC2M,set,2,2,2,567,1134
B07MY3R7VN,set,2,2,2,612,1224
B07MXZT6LH,kurta,2,1,2,349,698
B07K5CDPS8,set,2,2,2,679,1358
B09TKZHP3V,kurta,2,1,2,499,998
B09TKZZRKW,kurta,1,2,2,499,998
B09TL2121W,kurta,2,2,2,499,998
B09TL23VBV,set,2,2,2,499,998
B07K5BSVTJ,set,2,1,2,800.5,1601
B07K596DLX,kurta,2,2,2,301,602
B07JXZ5Y9G,set,2,0,2,679,1358
B07JP66WGF,set,2,2,2,682,1364
B07JNBYCM9,set,2,2,2,681.5,1363
B07JM9DLHF,kurta,2,2,2,660.5,1321
B07JM7QZRN,kurta,2,2,2,685,1370
B07JKQ3ZBT,kurta,2,1,2,736,1472
B09TZTQMGC,set,2,1,2,1092.5,2185
B07JK3ZRW3,kurta,2,2,2,293.5,587
B07JGZSY9W,kurta,2,0,2,399,798
B09TZV4J5S,set,2,2,2,969,1938
B09TZVGP5Y,set,2,2,2,999,1998
